Test Program: 	
Tester: 	
Device Name: 	
Operator: 	IT
LOT ID: 	
Start Time: 	
Fail #: 	7298
Pass #: 	1323
Total #: 	8621

Name	Site#	Bin#	X	Y	VBR	VF1	VF2	IR_40V	VF3	
116	1	10	3	66	72.63	218.68	295.23	18.32	661.10	
117	1	10	3	67	72.53	217.55	293.28	18.38	637.78	
118	1	5	3	68	29.98	218.85	291.34	1015.98	606.13	
119	1	10	3	69	72.59	217.06	293.77	18.40	638.36	
120	1	8	3	70	50.13	218.85	291.99	413.61	603.55	
121	1	1	3	71	73.00	220.79	291.99	15.87	501.94	
122	1	5	4	31	33.88	222.41	286.96	1016.02	424.03	
123	1	1	4	32	71.93	219.98	285.50	16.21	437.01	
124	1	1	4	33	72.90	214.31	287.12	18.77	517.79	
125	1	10	4	34	72.93	215.12	300.74	19.53	734.39	
126	1	10	4	35	73.05	215.77	310.31	19.60	743.09	
127	1	10	4	36	60.80	215.12	310.31	86.62	741.93	
128	1	10	4	37	63.12	216.74	314.21	59.11	745.83	
129	1	5	4	38	38.22	215.77	295.56	1016.26	733.74	
130	1	10	4	39	69.24	218.04	311.12	21.49	743.90	
131	1	10	4	40	72.95	218.52	317.12	18.88	753.14	
132	1	10	4	41	72.89	218.20	309.50	18.86	744.76	
133	1	10	4	42	72.80	217.87	309.02	18.88	745.15	
134	1	5	4	43	0.02	165.17	290.20	1016.03	733.38	
135	1	10	4	44	72.73	217.23	304.47	18.67	740.25	
136	1	8	4	45	44.55	216.25	301.39	656.97	734.71	
137	1	10	4	46	72.73	217.23	300.10	18.74	731.15	
138	1	10	4	47	72.72	217.55	298.15	18.54	716.19	
139	1	10	4	48	71.05	217.23	293.28	23.43	663.99	
140	1	10	4	49	72.59	215.60	292.47	18.82	653.77	
141	1	8	4	50	53.73	215.44	290.69	277.50	627.90	
142	1	10	4	51	72.58	217.23	291.01	18.49	614.82	
143	1	10	4	52	72.60	217.06	290.20	18.47	610.14	
144	1	10	4	53	69.78	217.55	291.01	30.62	617.82	
145	1	8	4	54	49.03	217.06	291.83	646.59	619.25	
146	1	10	4	55	72.73	217.39	293.45	18.21	646.09	
147	1	10	4	56	72.77	218.36	296.20	17.91	671.07	
148	1	10	4	57	72.72	218.85	296.20	18.11	678.75	
149	1	10	4	58	72.75	219.01	297.01	17.97	687.97	
150	1	10	4	59	72.72	218.52	297.50	17.97	689.25	
151	1	10	4	60	72.68	218.85	297.50	17.96	691.25	
152	1	10	4	61	72.66	219.17	297.50	18.07	692.23	
153	1	5	4	62	0.02	168.74	289.72	1016.03	674.51	
154	1	10	4	63	72.50	218.36	294.42	18.31	658.49	
155	1	10	4	64	72.49	218.85	294.10	18.25	643.98	
156	1	10	4	65	72.42	218.04	291.99	18.33	628.16	
157	1	10	4	66	47.75	218.04	293.45	18.24	634.11	
158	1	1	4	67	67.05	218.20	290.85	30.14	596.96	
159	1	1	4	68	72.36	218.20	290.20	18.20	598.00	
160	1	10	4	69	72.41	218.04	292.47	18.36	627.29	
161	1	10	4	70	72.46	217.06	293.61	18.49	644.25	
162	1	10	4	71	72.47	216.41	290.53	18.51	613.36	
163	1	10	4	72	66.38	217.87	294.10	54.56	651.46	
164	1	8	4	73	50.55	219.33	293.12	213.28	586.38	
165	1	5	4	74	36.89	224.04	292.47	1015.94	465.64	
166	1	5	5	29	36.46	210.74	280.47	1015.91	418.21	
167	1	1	5	30	71.54	217.06	282.91	22.09	437.57	
168	1	1	5	31	73.18	213.50	289.39	19.81	561.47	
169	1	10	5	32	65.44	213.82	303.50	33.94	738.38	
170	1	8	5	33	46.25	214.79	315.18	623.08	751.71	
171	1	5	5	34	0.02	170.84	286.80	1016.03	739.65	
172	1	8	5	35	55.76	216.58	329.12	220.21	754.27	
173	1	10	5	36	72.87	217.23	328.15	19.90	758.06	
174	1	10	5	37	72.84	217.71	324.58	19.70	753.04	
175	1	10	5	38	72.86	219.01	321.99	19.33	752.05	
176	1	10	5	39	72.83	217.06	316.48	19.30	750.36	
177	1	10	5	40	72.80	217.87	318.10	19.45	753.82	
178	1	10	5	41	72.22	218.04	317.12	20.44	753.57	
179	1	10	5	42	69.71	216.74	314.37	29.00	750.55	
180	1	5	5	43	0.02	160.79	288.58	1016.03	736.04	
181	1	10	5	44	72.68	217.39	310.48	19.31	746.17	
182	1	10	5	45	72.65	217.06	305.45	19.38	742.23	
183	1	8	5	46	50.58	216.74	301.72	386.96	735.93	
184	1	10	5	47	72.56	215.77	297.50	19.25	720.93	
185	1	10	5	48	72.52	215.12	294.26	19.25	687.57	
186	1	10	5	49	72.43	214.95	292.31	19.47	663.60	
187	1	10	5	50	72.45	216.09	290.20	19.27	643.23	
188	1	10	5	51	72.26	215.77	289.55	19.17	625.37	
189	1	5	5	52	0.05	193.71	285.66	1016.03	615.49	
190	1	8	5	53	60.37	216.90	289.72	132.86	615.24	
191	1	10	5	54	72.53	215.93	290.85	18.77	633.94	
192	1	10	5	55	72.53	217.06	292.96	18.71	653.59	
193	1	10	5	56	72.59	217.39	295.39	18.54	671.83	
194	1	10	5	57	72.57	216.74	296.37	18.63	686.98	
195	1	10	5	58	72.61	218.20	297.34	18.50	696.80	
196	1	10	5	59	72.53	218.20	297.50	18.46	690.28	
197	1	10	5	60	72.55	217.55	296.04	18.50	682.55	
198	1	10	5	61	72.47	217.71	294.42	18.49	663.02	
199	1	8	5	62	45.26	218.36	294.10	413.44	647.21	
200	1	10	5	63	61.50	216.58	292.15	96.48	629.80	
201	1	10	5	64	72.16	217.71	291.01	18.58	619.17	
202	1	10	5	65	72.24	217.23	290.20	18.52	612.43	
203	1	1	5	66	72.24	217.39	290.04	18.44	597.82	
204	1	1	5	67	72.10	216.74	288.91	18.44	580.58	
205	1	1	5	68	72.14	217.39	289.55	18.46	589.30	
206	1	1	5	69	72.10	217.23	289.07	18.84	585.06	
207	1	8	5	70	60.69	216.41	290.37	138.90	607.06	
208	1	10	5	71	72.39	217.55	292.47	18.32	629.35	
209	1	10	5	72	72.20	217.71	292.64	18.54	633.88	
210	1	5	5	73	34.37	216.90	290.20	1015.94	605.50	
211	1	10	5	74	72.49	216.41	291.50	18.61	623.64	
212	1	5	5	75	39.06	218.04	292.96	1016.07	636.15	
213	1	1	5	76	71.16	221.93	292.47	19.52	486.63	
214	1	5	6	27	32.37	213.17	280.31	1015.99	422.02	
215	1	1	6	28	72.71	215.60	280.96	17.64	429.15	
216	1	1	6	29	72.40	212.20	285.66	20.66	543.70	
217	1	8	6	30	43.55	212.04	298.96	535.88	734.76	
218	1	10	6	31	72.80	213.66	314.04	21.34	746.14	
219	1	10	6	32	66.93	217.06	333.18	42.54	757.99	
220	1	10	6	33	72.84	219.01	351.18	20.78	771.17	
221	1	5	6	34	0.02	171.01	287.45	1016.03	755.30	
222	1	8	6	35	45.04	219.98	348.26	662.79	768.79	
223	1	10	6	36	72.79	219.01	341.61	20.04	765.49	
224	1	5	6	37	0.02	164.68	288.26	1016.02	750.70	
225	1	10	6	38	72.70	217.55	328.31	19.87	758.66	
226	1	5	6	39	0.02	149.27	285.82	1016.03	744.97	
227	1	10	6	40	72.65	217.71	323.77	19.83	757.47	
228	1	10	6	41	72.58	217.39	319.88	20.06	755.08	
229	1	10	6	42	72.63	216.90	318.26	19.94	753.25	
230	1	8	6	43	55.32	216.58	313.23	142.40	748.35	
231	1	10	6	44	72.56	215.93	310.64	19.93	748.05	
232	1	10	6	45	72.49	215.93	304.15	20.01	741.89	
233	1	8	6	46	42.49	215.12	301.07	715.47	735.57	
234	1	10	6	47	72.40	215.77	296.85	19.81	718.25	
235	1	10	6	48	62.37	214.47	294.42	90.14	697.68	
236	1	8	6	49	60.29	215.28	292.15	136.87	669.42	
237	1	8	6	50	53.54	213.98	291.01	229.09	661.90	
238	1	10	6	51	72.32	214.79	290.69	19.67	643.28	
239	1	8	6	52	41.81	214.95	290.85	891.10	633.44	
240	1	10	6	53	68.52	215.12	289.07	32.20	623.42	
241	1	10	6	54	72.39	215.60	290.69	19.41	638.57	
242	1	10	6	55	64.28	216.41	292.64	43.81	657.66	
243	1	10	6	56	72.46	216.58	293.61	19.13	676.25	
244	1	8	6	57	58.21	216.74	295.56	163.51	686.87	
245	1	10	6	58	72.45	216.90	296.69	18.89	696.25	
246	1	10	6	59	72.38	216.25	295.56	19.21	687.48	
247	1	10	6	60	72.39	217.06	294.42	18.97	679.34	
248	1	10	6	61	72.36	216.90	293.28	18.86	660.08	
249	1	10	6	62	62.00	215.93	289.72	87.75	616.09	
250	1	10	6	63	72.08	216.09	289.55	19.42	619.59	
251	1	1	6	64	72.08	215.93	288.26	19.05	595.66	
252	1	1	6	65	72.02	215.77	287.61	19.16	582.95	
253	1	8	6	66	57.33	215.28	286.31	167.23	569.54	
254	1	8	6	67	59.37	215.28	287.28	297.93	572.08	
255	1	1	6	68	72.00	215.60	286.64	19.06	573.47	
256	1	1	6	69	72.01	216.09	286.31	19.04	571.26	
257	1	1	6	70	72.08	216.25	287.77	18.84	574.71	
258	1	1	6	71	72.12	215.93	288.42	18.82	591.51	
259	1	5	6	72	30.26	216.09	290.04	1016.01	601.13	
260	1	1	6	73	72.06	216.58	288.91	18.70	597.38	
261	1	10	6	74	72.36	216.58	290.37	18.81	616.10	
262	1	10	6	75	72.36	215.93	292.64	18.88	654.72	
263	1	10	6	76	72.41	215.93	291.34	18.84	638.08	
264	1	10	6	77	68.51	217.23	291.01	21.92	621.75	
265	1	1	6	78	73.04	220.47	290.04	15.70	481.98	
266	1	5	7	25	31.66	200.52	272.20	1016.07	425.95	
267	1	1	7	26	56.91	216.41	281.28	38.16	419.36	
268	1	1	7	27	72.52	210.90	282.91	20.71	494.09	
269	1	8	7	28	44.93	212.04	299.45	624.33	734.13	
270	1	5	7	29	36.84	211.55	290.37	1016.01	727.73	
271	1	10	7	30	72.83	214.14	316.64	21.55	748.27	
272	1	10	7	31	64.57	216.58	338.86	50.51	760.56	
273	1	10	7	32	72.78	217.87	350.05	21.26	768.09	
274	1	10	7	33	72.73	218.52	354.10	21.25	771.22	
275	1	10	7	34	72.70	219.17	359.61	20.93	775.08	
276	1	10	7	35	66.45	218.85	353.61	31.37	774.48	
277	1	10	7	36	72.64	219.98	352.15	20.32	770.64	
278	1	10	7	37	72.53	218.52	342.59	20.63	766.42	
279	1	10	7	38	72.57	216.58	331.07	20.54	761.11	
280	1	10	7	39	71.61	217.39	327.67	20.61	760.31	
281	1	10	7	40	72.51	217.55	326.85	20.62	761.63	
282	1	10	7	41	72.46	216.90	321.18	20.54	755.51	
283	1	10	7	42	72.47	216.58	318.42	20.51	755.93	
284	1	10	7	43	72.42	216.25	314.37	20.61	751.53	
285	1	10	7	44	72.39	214.79	310.15	20.48	749.56	
286	1	10	7	45	72.33	214.47	303.50	20.59	742.08	
287	1	8	7	46	43.71	213.82	298.96	797.68	735.02	
288	1	10	7	47	68.85	213.50	296.69	31.27	728.41	
289	1	10	7	48	72.26	213.17	294.26	20.31	710.28	
290	1	10	7	49	72.27	213.98	291.50	20.21	677.83	
291	1	5	7	50	0.02	167.92	284.20	1016.03	654.66	
292	1	10	7	51	71.45	213.98	290.37	20.58	652.09	
293	1	10	7	52	69.65	213.66	290.69	28.92	656.90	
294	1	10	7	53	72.19	213.82	289.55	20.06	636.75	
295	1	10	7	54	72.22	214.47	291.50	19.96	665.54	
296	1	10	7	55	70.42	214.95	290.69	19.99	657.50	
297	1	10	7	56	72.35	215.44	293.28	19.62	678.57	
298	1	10	7	57	72.31	214.79	293.28	19.68	682.89	
299	1	10	7	58	72.30	215.60	295.23	19.62	691.30	
300	1	10	7	59	72.31	215.77	294.58	19.47	689.45	
301	1	10	7	60	72.26	215.44	291.83	19.60	665.39	
302	1	10	7	61	69.90	215.28	292.15	24.56	650.96	
303	1	10	7	62	72.11	215.12	289.88	19.47	628.41	
304	1	10	7	63	71.99	214.63	288.58	19.68	617.00	
305	1	1	7	64	71.86	214.31	286.47	19.75	586.73	
306	1	8	7	65	48.04	214.31	285.82	462.50	567.33	
307	1	1	7	66	71.84	215.12	285.01	19.75	568.71	
308	1	1	7	67	71.62	213.98	284.37	20.03	562.61	
309	1	1	7	68	71.43	214.47	284.69	19.85	568.60	
310	1	1	7	69	66.75	213.33	284.04	28.93	534.48	
311	1	1	7	70	71.85	213.98	284.04	19.62	557.29	
312	1	8	7	71	52.98	213.98	284.53	186.87	560.52	
313	1	5	7	72	34.16	214.14	283.55	1016.04	544.25	
314	1	1	7	73	72.10	214.63	288.26	19.25	599.87	
315	1	10	7	74	72.17	214.95	288.91	19.13	615.37	
316	1	10	7	75	72.24	215.60	290.04	19.01	634.51	
317	1	10	7	76	72.23	214.63	289.55	19.32	623.70	
318	1	10	7	77	72.29	214.95	290.04	19.28	640.97	
319	1	10	7	78	71.30	214.95	292.64	19.33	666.01	
320	1	10	7	79	72.59	216.41	289.88	18.33	607.66	
321	1	8	8	24	42.43	218.20	282.58	665.93	419.25	
322	1	1	8	25	68.06	211.71	279.99	28.31	447.07	
323	1	10	8	26	73.00	210.58	296.04	21.56	717.53	
324	1	10	8	27	72.91	213.66	311.77	21.75	745.99	
325	1	10	8	28	72.86	212.52	314.69	21.99	747.23	
326	1	8	8	29	50.96	214.79	327.67	107.49	755.85	
327	1	10	8	30	72.78	216.09	341.13	21.81	761.66	
328	1	5	8	31	0.02	171.17	285.18	1016.03	757.39	
329	1	10	8	32	72.56	219.17	364.97	21.74	777.89	
330	1	10	8	33	72.59	218.52	357.34	21.76	772.99	
331	1	10	8	34	72.53	218.36	357.34	21.70	773.38	
332	1	8	8	35	55.13	216.90	347.77	213.84	773.45	
333	1	10	8	36	72.49	218.68	350.05	21.41	769.24	
334	1	10	8	37	72.43	218.20	343.72	21.25	766.74	
335	1	8	8	38	57.41	216.74	338.21	102.42	766.20	
336	1	10	8	39	72.41	216.41	331.23	21.09	760.91	
337	1	10	8	40	72.38	216.25	326.04	21.24	760.52	
338	1	10	8	41	72.37	215.93	320.69	21.13	756.71	
339	1	10	8	42	72.29	214.95	316.80	21.22	753.87	
340	1	10	8	43	72.28	215.12	311.77	21.04	748.64	
341	1	10	8	44	72.25	214.47	307.39	21.06	745.90	
342	1	10	8	45	72.20	213.98	301.88	21.14	739.79	
343	1	5	8	46	0.02	173.60	288.10	1016.03	722.86	
344	1	5	8	47	0.02	157.06	284.85	1016.03	713.78	
345	1	10	8	48	72.12	213.17	293.77	21.05	709.97	
346	1	10	8	49	72.08	212.36	291.18	20.95	684.22	
347	1	10	8	50	72.07	212.85	288.91	20.96	657.24	
348	1	10	8	51	72.10	212.20	288.58	20.77	651.66	
349	1	10	8	52	72.07	213.50	289.07	20.83	647.76	
350	1	10	8	53	72.11	212.68	288.91	20.52	643.96	
351	1	10	8	54	72.14	213.17	289.39	20.44	647.08	
352	1	10	8	55	72.14	213.66	290.69	20.38	667.14	
353	1	10	8	56	71.24	213.98	292.31	22.49	680.81	
354	1	10	8	57	72.18	214.14	292.96	20.27	683.09	
355	1	10	8	58	72.17	214.14	292.31	20.19	684.03	
356	1	10	8	59	72.19	214.31	292.64	20.20	681.30	
357	1	10	8	60	72.16	214.47	291.50	20.20	669.79	
358	1	10	8	61	72.08	214.14	289.88	20.20	640.47	
359	1	10	8	62	71.97	213.50	287.12	20.27	618.34	
360	1	1	8	63	71.83	213.33	284.20	20.39	573.97	
361	1	1	8	64	71.76	213.66	285.82	20.48	589.36	
362	1	1	8	65	71.77	212.36	284.20	20.39	571.05	
363	1	1	8	66	71.71	212.68	283.39	20.35	564.54	
364	1	1	8	67	71.66	212.36	283.72	20.38	559.72	
365	1	1	8	68	71.65	213.01	283.72	20.30	561.51	
366	1	1	8	69	71.67	212.68	284.04	20.38	562.37	
367	1	1	8	70	71.71	212.52	282.42	20.39	549.70	
368	1	8	8	71	44.40	212.85	282.42	672.72	548.02	
369	1	8	8	72	53.32	213.17	286.15	175.27	601.74	
370	1	1	8	73	70.46	212.52	284.53	21.26	582.58	
371	1	1	8	74	68.13	213.33	284.85	31.89	581.12	
372	1	10	8	75	71.99	213.82	286.96	19.78	602.25	
373	1	10	8	76	67.63	213.82	289.39	40.86	633.33	
374	1	8	8	77	47.87	214.95	289.23	417.82	632.99	
375	1	10	8	78	72.08	214.47	288.91	19.59	634.58	
376	1	10	8	79	72.31	215.28	292.64	19.36	670.80	
377	1	10	8	80	72.41	215.12	293.12	19.14	670.20	
378	1	1	8	81	72.72	216.58	288.10	18.20	545.97	
379	1	5	9	22	19.38	184.30	258.74	1016.00	421.71	
380	1	1	9	23	56.72	215.28	278.36	42.98	417.85	
381	1	1	9	24	73.07	210.58	284.04	21.72	532.41	
382	1	5	9	25	22.31	210.58	290.04	1016.36	740.13	
383	1	10	9	26	72.84	213.82	325.39	22.06	757.31	
384	1	5	9	27	0.02	168.90	284.20	1016.03	753.17	
385	1	10	9	28	72.74	215.12	339.99	22.45	761.97	
386	1	10	9	29	72.72	218.04	359.29	22.14	774.40	
387	1	10	9	30	72.65	218.68	361.72	22.24	775.70	
388	1	5	9	31	0.02	170.03	284.85	1016.03	766.22	
389	1	10	9	32	72.52	218.68	369.34	22.29	781.81	
390	1	5	9	33	0.02	167.28	284.85	1016.03	767.23	
391	1	10	9	34	69.56	218.04	358.64	31.05	773.46	
392	1	10	9	35	72.26	218.20	358.15	22.00	774.57	
393	1	10	9	36	72.33	217.87	349.07	22.04	771.42	
394	1	10	9	37	72.29	218.04	351.83	21.92	777.39	
395	1	10	9	38	72.25	215.77	337.88	21.88	767.76	
396	1	10	9	39	72.24	215.93	331.23	21.61	762.73	
397	1	5	9	40	0.02	148.46	284.69	1016.02	748.67	
398	1	10	9	41	72.20	213.82	316.15	21.74	754.68	
399	1	10	9	42	72.18	215.60	313.39	21.67	751.90	
400	1	10	9	43	72.18	214.14	308.20	21.73	747.45	
401	1	10	9	44	71.96	213.17	304.96	21.63	742.67	
402	1	5	9	45	39.42	212.36	293.93	1015.89	726.54	
403	1	10	9	46	72.05	213.01	297.83	21.59	733.62	
404	1	10	9	47	71.99	211.87	293.61	21.75	714.68	
405	1	5	9	48	0.02	149.44	283.07	1016.03	685.24	
406	1	5	9	49	0.02	169.87	283.39	1016.04	665.08	
407	1	10	9	50	71.95	212.04	288.91	21.43	656.22	
408	1	10	9	51	71.96	211.55	287.61	21.28	649.66	
409	1	10	9	52	71.97	211.71	287.61	21.42	649.46	
410	1	10	9	53	68.15	212.20	288.10	36.58	644.56	
411	1	10	9	54	71.99	212.20	288.26	21.20	650.02	
412	1	10	9	55	71.86	212.36	289.39	21.01	662.58	
413	1	10	9	56	70.52	212.68	290.37	25.53	669.72	
414	1	10	9	57	72.04	213.50	291.01	20.93	677.66	
415	1	10	9	58	72.09	212.68	291.66	20.94	683.82	
416	1	10	9	59	72.00	213.01	291.01	20.99	682.44	
417	1	10	9	60	72.01	212.68	290.85	20.93	671.33	
418	1	10	9	61	69.95	212.36	287.77	21.96	637.43	
419	1	10	9	62	71.85	213.01	286.96	20.87	618.20	
420	1	10	9	63	71.80	212.52	285.18	21.06	600.75	
421	1	5	9	64	19.34	211.71	283.55	1016.07	577.43	
422	1	1	9	65	71.61	211.71	282.42	21.09	567.90	
423	1	1	9	66	71.59	212.20	282.91	21.02	561.30	
424	1	1	9	67	71.55	211.71	282.09	21.03	553.28	
425	1	1	9	68	71.58	211.71	282.26	20.95	548.42	
426	1	1	9	69	71.60	212.36	281.45	21.06	551.90	
427	1	1	9	70	71.62	212.04	282.58	20.89	558.26	
428	1	1	9	71	71.69	211.55	282.26	20.86	564.72	
429	1	1	9	72	71.69	211.71	283.72	20.93	578.36	
430	1	1	9	73	64.82	211.55	283.07	53.28	576.99	
431	1	1	9	74	71.75	212.36	283.88	20.76	578.65	
432	1	1	9	75	71.68	212.20	283.23	20.71	572.43	
433	1	1	9	76	66.16	212.20	284.85	34.73	592.79	
434	1	1	9	77	65.07	212.52	284.53	35.76	589.98	
435	1	10	9	78	71.38	213.66	286.96	20.37	613.60	
436	1	10	9	79	71.79	213.66	289.88	19.87	646.62	
437	1	10	9	80	72.20	213.66	288.91	19.80	624.25	
438	1	10	9	81	72.16	213.82	290.04	19.91	649.95	
439	1	10	9	82	47.53	214.47	288.58	22.48	618.20	
