Test Program: 	
Tester: 	
Device Name: 	
Operator: 	IT
LOT ID: 	
Start Time: 	
Fail #: 	588
Pass #: 	8033
Total #: 	8621

Name	Site#	Bin#	X	Y	VBR	VF1	VF2	IR_40V	VF3	
Unit	N	N	N	N	V	mV	mV	uA	mV	
2438	1	1	33	83	63.84	210.90	274.47	25.80	396.87	
2439	1	1	33	84	63.85	211.55	274.96	25.80	396.81	
2440	1	1	33	85	63.94	211.71	274.63	25.70	396.89	
2441	1	1	33	86	63.92	211.22	273.66	25.66	397.31	
2442	1	1	33	87	63.98	211.71	275.12	25.65	397.07	
2443	1	1	33	88	63.98	212.04	274.47	25.54	397.43	
2444	1	1	33	89	63.96	211.71	275.12	25.62	397.54	
2445	1	1	33	90	64.01	211.22	275.12	25.52	397.74	
2446	1	1	33	91	64.03	211.87	275.12	25.28	398.06	
2447	1	1	33	92	64.03	211.87	274.80	25.31	398.53	
2448	1	1	33	93	64.08	211.87	274.63	25.23	398.89	
2449	1	1	33	94	64.08	211.55	275.12	25.24	398.77	
2450	1	1	33	95	64.14	211.71	275.12	25.18	398.69	
2451	1	1	33	96	64.12	211.39	275.28	25.08	398.30	
2452	1	1	33	97	64.24	212.04	274.63	25.00	398.68	
2453	1	1	33	98	63.26	211.87	274.63	32.20	399.39	
2454	1	1	33	99	64.56	211.39	274.31	24.56	399.49	
2455	1	1	33	100	61.01	212.36	275.28	49.00	399.99	
2456	1	1	33	101	65.84	211.39	275.28	23.61	400.58	
2457	1	5	34	3	5.98	86.68	155.28	1016.07	344.45	
2458	1	1	34	4	51.35	211.55	275.93	78.91	407.36	
2459	1	1	34	5	69.36	211.55	274.15	21.88	400.14	
2460	1	1	34	6	69.12	211.22	274.80	21.83	398.97	
2461	1	1	34	7	68.94	211.39	273.99	21.82	399.36	
2462	1	1	34	8	68.71	211.06	274.63	21.98	399.25	
2463	1	1	34	9	68.33	211.71	274.47	22.21	398.48	
2464	1	1	34	10	67.94	212.04	274.15	22.55	398.19	
2465	1	1	34	11	67.56	210.90	274.31	22.79	398.04	
2466	1	1	34	12	67.22	211.55	274.47	23.11	397.59	
2467	1	1	34	13	66.91	212.20	274.63	23.24	397.61	
2468	1	1	34	14	66.65	211.22	274.80	23.52	397.48	
2469	1	1	34	15	66.42	211.22	274.63	23.66	397.20	
2470	1	1	34	16	66.25	211.71	274.80	23.81	397.09	
2471	1	1	34	17	66.10	211.55	274.63	23.94	397.13	
2472	1	1	34	18	66.03	212.20	274.63	23.99	397.26	
2473	1	1	34	19	65.97	212.20	274.63	24.02	396.57	
2474	1	1	34	20	65.88	210.25	274.80	24.09	396.87	
2475	1	8	34	21	49.88	211.87	274.80	551.83	397.23	
2476	1	1	34	22	65.74	211.39	274.31	24.31	397.38	
2477	1	1	34	23	65.64	210.90	274.31	24.33	396.75	
2478	1	1	34	24	65.58	211.22	274.31	24.42	397.20	
2479	1	1	34	25	65.50	210.58	274.31	24.49	397.02	
2480	1	1	34	26	65.43	210.74	274.47	24.54	397.04	
2481	1	1	34	27	65.41	210.41	274.96	24.65	397.05	
2482	1	1	34	28	65.33	211.06	274.31	24.64	396.83	
2483	1	1	34	29	65.31	211.39	273.99	24.76	396.75	
2484	1	1	34	30	65.30	210.41	274.80	24.80	396.42	
2485	1	1	34	31	65.27	210.74	274.15	24.91	396.27	
2486	1	1	34	32	65.29	210.74	274.31	24.96	396.16	
2487	1	1	34	33	65.26	210.41	273.99	25.01	396.06	
2488	1	1	34	34	64.32	210.90	273.66	31.55	395.93	
2489	1	1	34	35	65.28	211.39	273.82	24.99	396.18	
2490	1	1	34	36	65.23	210.09	273.66	25.30	396.00	
2491	1	1	34	37	65.19	210.25	273.99	25.15	396.14	
2492	1	1	34	38	65.08	210.41	274.31	25.43	396.36	
2493	1	1	34	39	65.10	210.74	273.99	25.31	396.23	
2494	1	1	34	40	65.04	211.39	273.82	25.53	396.36	
2495	1	1	34	41	64.99	211.06	273.66	25.52	396.81	
2496	1	1	34	42	64.90	210.90	273.66	25.58	396.44	
2497	1	1	34	43	64.87	211.39	274.80	25.75	396.49	
2498	1	1	34	44	64.82	211.22	274.63	25.73	396.73	
2499	1	1	34	45	64.81	211.22	273.99	25.65	396.94	
2500	1	1	34	46	64.80	210.41	274.63	25.77	396.71	
2501	1	1	34	47	64.81	211.06	274.31	25.75	396.97	
2502	1	1	34	48	64.83	211.71	273.82	25.66	397.20	
2503	1	1	34	49	64.85	210.90	273.99	25.74	397.09	
2504	1	1	34	50	64.89	211.22	274.15	25.67	396.89	
2505	1	1	34	51	64.87	211.22	273.66	25.62	396.40	
2506	1	1	34	52	64.89	211.22	274.47	25.67	396.68	
2507	1	1	34	53	64.87	210.58	274.63	25.66	397.26	
2508	1	1	34	54	64.89	210.58	274.15	25.71	396.76	
2509	1	1	34	55	64.87	210.90	274.15	25.61	396.62	
2510	1	1	34	56	64.84	210.41	274.15	25.69	396.44	
2511	1	1	34	57	64.73	211.06	274.15	25.80	396.71	
2512	1	1	34	58	64.73	211.87	274.31	25.87	396.29	
2513	1	1	34	59	64.62	210.74	274.31	26.00	396.26	
2514	1	1	34	60	64.57	211.22	274.15	26.11	396.49	
2515	1	1	34	61	64.11	211.06	274.47	27.48	396.65	
2516	1	1	34	62	64.53	210.09	274.63	26.11	396.60	
2517	1	8	34	63	57.86	210.74	273.99	103.54	396.52	
2518	1	1	34	64	64.45	210.74	274.31	26.05	396.31	
2519	1	1	34	65	64.36	210.58	274.63	26.14	396.65	
2520	1	1	34	66	64.32	209.77	274.15	26.16	396.52	
2521	1	1	34	67	64.23	211.39	274.31	26.12	396.14	
2522	1	1	34	68	64.18	211.06	274.47	26.06	395.84	
2523	1	1	34	69	64.08	211.22	274.31	26.19	395.71	
2524	1	1	34	70	63.99	211.55	274.31	26.29	395.75	
2525	1	1	34	71	63.89	211.22	273.82	26.38	395.90	
2526	1	1	34	72	61.96	211.39	274.47	36.18	396.10	
2527	1	1	34	73	63.76	210.74	274.63	27.56	395.92	
2528	1	1	34	74	63.72	211.39	274.47	26.37	395.97	
2529	1	1	34	75	63.74	211.87	274.80	26.25	396.19	
2530	1	1	34	76	63.72	211.06	274.47	26.27	396.13	
2531	1	1	34	77	63.69	211.87	274.80	26.28	396.26	
2532	1	1	34	78	63.66	212.04	273.82	26.31	396.21	
2533	1	1	34	79	63.68	211.39	274.63	26.20	396.24	
2534	1	1	34	80	63.67	211.22	274.47	26.11	396.36	
2535	1	1	34	81	63.66	211.87	274.15	26.11	396.42	
2536	1	1	34	82	63.69	211.55	274.47	26.07	396.58	
2537	1	1	34	83	63.77	210.58	275.12	26.00	396.50	
2538	1	1	34	84	63.73	211.39	274.47	25.98	396.73	
2539	1	1	34	85	63.79	210.74	273.82	26.03	396.73	
2540	1	1	34	86	63.81	211.87	274.96	25.83	396.70	
2541	1	1	34	87	63.84	210.74	274.31	25.88	397.18	
2542	1	1	34	88	63.85	211.87	274.96	25.87	397.39	
2543	1	1	34	89	63.88	212.20	274.96	25.63	397.52	
2544	1	1	34	90	63.90	211.22	274.80	25.59	397.41	
2545	1	1	34	91	63.95	211.87	274.63	25.52	397.59	
2546	1	1	34	92	63.95	212.20	274.47	25.47	397.95	
2547	1	1	34	93	63.99	211.87	274.80	25.32	398.73	
2548	1	1	34	94	64.01	212.36	274.80	25.38	398.90	
2549	1	1	34	95	64.01	211.22	274.31	25.31	398.47	
2550	1	1	34	96	64.10	211.55	274.47	25.18	398.19	
2551	1	1	34	97	64.12	211.87	275.45	25.03	398.61	
2552	1	1	34	98	64.32	211.39	275.12	24.88	399.20	
2553	1	1	34	99	64.48	212.85	275.45	24.78	399.37	
2554	1	1	34	100	64.74	211.87	275.61	24.31	399.52	
2555	1	1	34	101	65.36	212.20	274.63	23.59	400.17	
2556	1	5	35	3	6.39	87.65	157.06	1016.02	339.93	
2557	1	1	35	4	70.20	208.95	273.34	22.97	399.36	
2558	1	1	35	5	69.23	211.06	274.63	21.90	399.81	
2559	1	1	35	6	69.04	211.55	274.47	21.84	399.00	
2560	1	8	35	7	51.03	211.87	274.96	228.93	399.49	
2561	1	1	35	8	68.54	212.20	274.31	22.07	399.07	
2562	1	1	35	9	68.17	212.36	275.12	22.34	398.61	
2563	1	1	35	10	67.82	211.55	274.47	22.69	398.22	
2564	1	1	35	11	67.44	210.58	274.31	22.93	397.51	
2565	1	1	35	12	67.09	211.71	274.47	23.12	397.48	
2566	1	1	35	13	66.90	211.71	274.47	23.33	397.36	
2567	1	1	35	14	66.65	211.06	274.63	23.57	397.09	
2568	1	5	35	15	30.61	212.20	274.80	1015.99	396.60	
2569	1	1	35	16	66.24	211.55	274.80	23.81	397.13	
2570	1	1	35	17	66.05	210.74	273.99	24.01	396.92	
2571	1	1	35	18	65.96	211.22	273.82	24.02	396.94	
2572	1	1	35	19	65.85	211.71	274.96	24.12	396.97	
2573	1	1	35	20	65.75	211.22	274.15	24.18	397.10	
2574	1	1	35	21	65.71	211.22	274.31	24.19	396.96	
2575	1	5	35	22	27.37	211.06	274.80	1015.81	396.63	
2576	1	1	35	23	65.56	211.39	274.63	24.36	397.05	
2577	1	1	35	24	65.53	211.06	274.31	24.34	397.13	
2578	1	1	35	25	65.45	211.06	274.63	24.44	396.89	
2579	1	1	35	26	65.43	211.87	274.80	24.48	396.66	
2580	1	1	35	27	65.34	210.90	273.50	24.69	396.91	
2581	1	1	35	28	65.34	210.90	274.31	24.69	396.99	
2582	1	1	35	29	65.31	210.58	274.15	24.80	397.02	
2583	1	1	35	30	65.31	210.90	274.47	24.85	396.68	
2584	1	1	35	31	65.28	211.22	273.82	24.90	396.11	
2585	1	1	35	32	65.27	211.22	274.15	25.01	396.44	
2586	1	1	35	33	65.29	210.74	274.47	24.95	396.47	
2587	1	1	35	34	65.26	210.41	274.63	25.07	396.26	
2588	1	1	35	35	65.20	210.90	274.31	25.15	396.26	
2589	1	1	35	36	65.20	211.22	273.82	25.19	396.63	
2590	1	1	35	37	65.12	210.41	273.99	25.58	396.47	
2591	1	1	35	38	65.09	210.25	273.82	25.49	396.42	
2592	1	1	35	39	65.07	210.41	273.82	25.44	396.47	
2593	1	8	35	40	57.80	210.90	273.34	120.37	396.11	
2594	1	1	35	41	64.96	210.58	274.31	25.59	396.06	
2595	1	1	35	42	64.89	210.58	273.50	25.72	396.13	
2596	1	1	35	43	64.83	210.41	273.82	25.75	396.36	
2597	1	1	35	44	64.81	211.06	273.50	25.88	396.58	
2598	1	1	35	45	64.79	210.90	273.99	25.85	396.94	
2599	1	1	35	46	64.78	210.90	274.63	25.88	397.22	
2600	1	1	35	47	64.78	210.41	273.66	25.94	397.13	
2601	1	5	35	48	0.02	155.76	268.80	1016.04	396.71	
2602	1	1	35	49	64.78	210.58	274.15	25.86	397.43	
2603	1	1	35	50	64.44	210.58	273.82	26.22	397.17	
2604	1	1	35	51	64.86	211.55	274.31	25.86	396.78	
2605	1	1	35	52	64.84	210.74	273.34	25.80	396.96	
2606	1	1	35	53	64.83	210.58	274.47	25.83	397.04	
2607	1	1	35	54	64.83	210.58	274.15	25.89	396.63	
2608	1	1	35	55	64.66	210.90	273.66	26.52	396.52	
2609	1	1	35	56	64.80	210.74	274.15	25.95	396.24	
2610	1	1	35	57	64.72	210.58	273.66	25.97	396.68	
2611	1	1	35	58	64.64	210.90	274.15	26.14	396.71	
2612	1	1	35	59	64.59	210.90	273.50	26.16	396.24	
2613	1	1	35	60	64.57	211.39	273.99	26.07	396.40	
2614	1	1	35	61	64.53	210.58	273.99	26.13	395.90	
2615	1	1	35	62	59.88	209.93	273.82	66.47	395.80	
2616	1	1	35	63	64.46	211.06	273.66	26.21	396.24	
2617	1	1	35	64	64.46	210.90	273.99	26.21	396.32	
2618	1	1	35	65	64.36	211.22	273.99	26.23	396.47	
2619	1	1	35	66	63.99	210.90	273.82	27.29	396.55	
2620	1	1	35	67	64.23	210.41	274.15	26.32	396.60	
2621	1	1	35	68	64.15	210.41	273.50	26.32	396.14	
2622	1	1	35	69	64.00	210.41	273.34	26.50	395.66	
2623	1	1	35	70	63.98	211.22	273.66	26.38	395.84	
2624	1	1	35	71	63.91	209.93	274.31	26.45	396.00	
2625	1	1	35	72	59.38	210.41	274.63	90.86	396.11	
2626	1	8	35	73	53.10	211.39	274.47	189.07	396.23	
2627	1	8	35	74	52.08	210.90	274.15	143.79	396.16	
2628	1	8	35	75	55.38	211.22	274.15	193.52	396.32	
2629	1	5	35	76	0.02	153.98	269.12	1016.03	395.17	
2630	1	8	35	77	53.66	211.22	274.31	189.23	396.49	
2631	1	1	35	78	63.53	210.74	274.47	26.43	396.10	
2632	1	1	35	79	63.58	211.22	274.15	26.34	396.32	
2633	1	1	35	80	63.54	210.58	273.99	26.41	396.32	
2634	1	1	35	81	63.56	211.22	274.31	26.35	396.39	
2635	1	1	35	82	63.62	211.87	274.96	26.24	396.42	
2636	1	1	35	83	63.60	211.71	274.63	26.23	396.83	
2637	1	1	35	84	63.62	210.90	274.15	26.25	396.99	
2638	1	1	35	85	63.64	211.39	275.28	26.25	397.22	
2639	1	1	35	86	63.68	211.55	274.96	26.13	396.87	
2640	1	1	35	87	63.71	212.04	274.15	26.01	397.02	
2641	1	1	35	88	63.75	210.58	274.80	26.00	397.49	
2642	1	1	35	89	63.84	212.04	274.80	25.71	397.51	
2643	1	1	35	90	63.87	211.22	275.28	25.66	397.78	
2644	1	1	35	91	63.86	211.06	274.80	25.68	397.98	
2645	1	1	35	92	63.92	211.55	274.47	25.61	398.04	
2646	1	1	35	93	63.91	211.55	274.96	25.50	398.48	
2647	1	1	35	94	63.90	211.39	274.47	25.39	398.87	
2648	1	1	35	95	63.41	211.06	274.80	27.52	398.77	
2649	1	1	35	96	63.46	212.20	275.28	27.27	398.71	
2650	1	1	35	97	64.08	211.39	274.96	25.13	398.55	
2651	1	1	35	98	64.27	212.52	274.15	25.04	398.95	
2652	1	1	35	99	64.42	211.39	274.63	24.85	399.10	
2653	1	1	35	100	64.62	212.04	274.47	24.50	399.68	
2654	1	1	35	101	65.08	212.04	274.96	23.86	400.67	
2655	1	1	35	102	66.51	212.52	275.28	22.31	401.53	
2656	1	5	36	3	32.13	140.19	221.44	1016.09	393.77	
2657	1	1	36	4	69.33	210.74	273.99	21.96	399.85	
2658	1	1	36	5	69.07	211.39	274.15	21.95	399.72	
2659	1	1	36	6	68.93	211.39	273.99	21.91	399.10	
2660	1	1	36	7	68.66	212.04	274.96	22.03	399.05	
2661	1	1	36	8	68.39	211.87	274.63	22.35	398.42	
2662	1	1	36	9	67.98	212.36	273.99	22.53	398.29	
2663	1	1	36	10	67.63	210.90	274.63	22.81	398.48	
2664	1	1	36	11	67.29	211.39	274.15	23.01	398.00	
2665	1	1	36	12	67.02	210.90	274.96	23.19	397.52	
2666	1	1	36	13	66.85	211.22	275.28	23.35	397.05	
2667	1	1	36	14	66.68	211.55	274.47	23.40	396.92	
2668	1	1	36	15	66.41	212.04	274.63	23.65	396.71	
2669	1	1	36	16	66.24	211.71	274.15	23.74	396.97	
2670	1	1	36	17	66.12	211.22	274.47	23.87	396.83	
2671	1	1	36	18	65.93	211.22	274.47	24.19	396.86	
2672	1	1	36	19	65.81	211.55	274.47	24.10	397.31	
2673	1	1	36	20	65.34	211.71	274.15	25.09	397.38	
2674	1	1	36	21	65.64	211.06	274.15	24.34	397.07	
2675	1	1	36	22	65.55	211.71	274.31	24.55	397.09	
2676	1	1	36	23	65.54	211.22	274.63	24.37	397.02	
2677	1	1	36	24	65.46	210.90	274.80	24.50	396.86	
2678	1	1	36	25	65.48	210.58	273.99	24.57	397.04	
2679	1	1	36	26	65.39	211.87	273.82	24.49	396.71	
2680	1	1	36	27	65.34	211.22	273.50	24.74	396.58	
2681	1	1	36	28	65.31	211.55	273.99	24.77	396.45	
2682	1	1	36	29	65.26	211.22	274.31	24.82	396.73	
2683	1	1	36	30	65.25	211.22	273.66	24.83	396.45	
2684	1	1	36	31	65.24	209.93	273.82	25.00	396.40	
2685	1	1	36	32	65.18	210.90	274.47	24.94	396.71	
2686	1	1	36	33	64.12	211.22	274.47	26.57	396.44	
2687	1	1	36	34	65.21	210.25	273.18	25.17	396.18	
2688	1	1	36	35	65.16	210.74	273.66	25.21	396.47	
2689	1	1	36	36	65.20	211.39	274.31	25.23	396.65	
2690	1	1	36	37	65.16	210.74	274.31	25.28	396.52	
2691	1	1	36	38	65.13	210.25	273.99	25.40	396.27	
2692	1	1	36	39	64.99	210.90	274.15	25.59	396.19	
2693	1	1	36	40	64.99	210.58	273.99	25.72	396.06	
2694	1	1	36	41	64.93	210.58	273.01	25.76	396.29	
2695	1	1	36	42	64.86	210.25	273.66	25.74	396.65	
2696	1	1	36	43	64.81	211.39	273.99	25.94	396.75	
2697	1	1	36	44	64.80	211.06	274.80	25.93	396.94	
2698	1	1	36	45	64.75	210.90	273.99	25.97	397.05	
2699	1	1	36	46	64.77	210.41	273.66	26.01	397.07	
2700	1	1	36	47	64.75	211.22	274.15	25.97	396.76	
2701	1	1	36	48	64.75	210.74	274.63	25.93	397.05	
2702	1	1	36	49	64.80	210.25	273.99	26.00	396.91	
2703	1	1	36	50	64.79	210.74	273.99	25.94	397.26	
2704	1	1	36	51	64.85	211.39	273.34	25.80	397.12	
2705	1	1	36	52	64.80	211.39	273.50	25.94	396.81	
2706	1	1	36	53	64.80	210.58	273.82	25.90	396.83	
2707	1	1	36	54	64.77	210.25	274.31	26.00	396.83	
2708	1	1	36	55	64.77	210.90	274.63	25.97	396.70	
2709	1	1	36	56	64.75	211.22	274.47	25.98	396.45	
2710	1	1	36	57	64.75	210.41	273.66	25.98	396.26	
2711	1	5	36	58	0.02	151.71	268.96	1016.04	395.67	
2712	1	1	36	59	64.63	211.39	274.47	26.16	395.71	
2713	1	1	36	60	64.59	209.93	273.99	26.20	396.11	
2714	1	1	36	61	64.53	210.41	272.69	26.28	396.14	
2715	1	1	36	62	64.53	210.74	273.34	26.30	395.28	
2716	1	1	36	63	64.50	211.39	274.63	26.33	396.06	
2717	1	1	36	64	64.45	210.09	273.34	26.25	396.08	
2718	1	1	36	65	64.39	210.74	273.66	26.23	396.14	
2719	1	1	36	66	64.30	210.41	273.82	26.23	396.26	
2720	1	1	36	67	64.23	210.90	273.50	26.40	396.55	
2721	1	1	36	68	64.14	210.58	273.99	26.47	396.53	
2722	1	1	36	69	61.59	210.09	273.18	47.18	395.92	
2723	1	1	36	70	62.73	210.74	273.66	32.10	395.75	
2724	1	1	36	71	63.85	211.39	273.66	26.53	395.66	
2725	1	1	36	72	63.78	211.22	273.66	26.68	396.10	
2726	1	1	36	73	63.72	210.41	273.99	26.71	395.66	
2727	1	1	36	74	63.61	211.39	274.47	26.73	396.10	
2728	1	1	36	75	63.59	210.74	274.15	26.64	396.10	
2729	1	1	36	76	63.54	211.22	274.80	26.65	396.21	
2730	1	1	36	77	62.54	211.39	274.15	27.28	396.42	
2731	1	8	36	78	55.26	211.22	274.80	177.36	396.58	
2732	1	8	36	79	58.04	211.39	274.63	190.81	396.37	
2733	1	1	36	80	53.03	212.36	274.31	94.80	396.31	
2734	1	8	36	81	58.59	211.39	274.47	154.61	396.58	
2735	1	1	36	82	63.47	211.22	274.63	26.55	396.71	
2736	1	1	36	83	63.47	211.22	274.63	26.46	396.83	
2737	1	1	36	84	63.57	212.04	274.15	26.24	397.10	
2738	1	1	36	85	63.55	211.39	274.63	26.34	397.02	
2739	1	1	36	86	63.59	211.22	274.80	26.32	396.76	
2740	1	1	36	87	63.64	211.39	274.63	26.17	396.92	
2741	1	1	36	88	63.67	211.39	274.96	26.02	397.46	
2742	1	1	36	89	63.69	211.39	273.99	26.04	397.35	
2743	1	1	36	90	63.72	210.74	274.80	26.05	397.72	
2744	1	1	36	91	63.75	211.55	274.15	25.77	397.85	
2745	1	1	36	92	63.80	212.04	274.47	25.77	398.08	
2746	1	1	36	93	63.86	212.36	275.12	25.64	398.47	
2747	1	1	36	94	63.89	211.87	274.47	25.60	398.90	
2748	1	1	36	95	63.92	211.87	274.63	25.57	399.33	
2749	1	1	36	96	63.99	212.52	274.63	25.40	399.52	
2750	1	1	36	97	64.07	211.55	275.28	25.23	399.49	
2751	1	1	36	98	64.16	211.39	274.47	25.10	399.57	
2752	1	1	36	99	64.33	212.68	274.63	24.96	398.76	
2753	1	1	36	100	64.56	211.71	274.47	24.54	399.21	
2754	1	1	36	101	64.92	212.20	275.45	24.01	400.41	
2755	1	1	36	102	65.76	211.71	275.28	23.03	401.23	
2756	1	5	37	2	5.83	86.84	154.63	1016.03	344.42	
2757	1	1	37	3	50.24	212.36	277.39	96.72	408.16	
2758	1	1	37	4	69.26	210.41	274.63	21.94	399.67	
2759	1	1	37	5	69.01	211.71	274.96	21.98	399.28	
2760	1	1	37	6	68.82	211.39	274.80	21.97	399.18	
2761	1	1	37	7	68.53	210.90	274.80	22.12	398.92	
2762	1	1	37	8	68.45	212.04	274.63	22.25	398.58	
2763	1	1	37	9	67.84	211.39	274.80	22.70	398.19	
2764	1	1	37	10	67.49	211.87	274.96	22.85	398.01	
2765	1	1	37	11	67.16	211.06	275.12	23.18	397.90	
2766	1	1	37	12	67.02	211.55	273.50	23.28	397.59	
2767	1	1	37	13	66.81	211.39	274.15	23.37	397.49	
2768	1	1	37	14	66.67	211.55	273.66	23.52	397.18	
2769	1	1	37	15	66.47	210.41	275.28	23.67	397.18	
2770	1	1	37	16	64.44	210.41	274.47	37.26	397.17	
2771	1	1	37	17	66.08	212.36	274.63	23.90	396.83	
2772	1	1	37	18	65.91	211.39	274.63	24.01	396.92	
2773	1	1	37	19	65.76	211.55	273.66	24.19	397.35	
2774	1	1	37	20	65.63	211.22	274.15	24.29	397.02	
2775	1	1	37	21	65.59	211.55	274.15	24.37	396.89	
2776	1	1	37	22	65.53	210.90	274.63	24.44	396.57	
2777	1	1	37	23	65.55	210.74	274.96	24.37	396.96	
2778	1	1	37	24	65.45	211.22	274.80	24.46	397.02	
2779	1	1	37	25	65.41	211.71	274.63	24.59	397.07	
2780	1	1	37	26	65.34	211.39	275.28	24.73	396.73	
2781	1	1	37	27	65.35	210.58	273.99	24.72	396.89	
2782	1	1	37	28	65.28	211.71	274.15	24.78	396.53	
2783	1	1	37	29	65.26	210.25	274.31	24.79	396.34	
2784	1	1	37	30	65.26	210.90	273.50	24.94	396.18	
2785	1	1	37	31	65.24	210.74	273.18	24.96	396.76	
2786	1	1	37	32	65.21	211.55	273.50	25.12	396.55	
2787	1	1	37	33	65.18	211.06	274.15	25.12	396.57	
2788	1	1	37	34	65.21	211.55	274.31	25.10	396.49	
2789	1	1	37	35	65.24	210.41	273.82	25.18	396.79	
2790	1	1	37	36	65.20	211.06	274.15	25.33	396.84	
2791	1	1	37	37	65.12	210.41	273.50	25.38	396.62	
2792	1	1	37	38	65.11	210.74	273.99	25.51	396.68	
2793	1	1	37	39	65.02	210.41	273.82	25.75	396.44	
2794	1	1	37	40	64.94	210.25	273.99	25.81	396.16	
2795	1	1	37	41	64.88	210.58	273.66	25.97	396.57	
2796	1	1	37	42	64.86	211.06	274.15	25.98	396.66	
2797	1	1	37	43	64.80	210.41	274.15	26.03	396.76	
2798	1	1	37	44	64.79	210.41	273.50	26.04	396.83	
2799	1	1	37	45	64.77	210.90	274.47	26.15	397.05	
2800	1	1	37	46	64.74	210.90	273.99	26.06	397.07	
2801	1	1	37	47	64.71	211.22	274.47	26.06	396.81	
2802	1	1	37	48	64.76	210.74	274.31	26.14	396.79	
2803	1	1	37	49	64.75	211.06	274.47	26.08	396.70	
2804	1	1	37	50	64.80	210.41	274.63	26.01	396.73	
2805	1	1	37	51	64.76	210.74	273.50	26.04	397.00	
2806	1	1	37	52	64.76	210.58	274.15	25.97	396.63	
2807	1	1	37	53	64.61	210.25	273.34	28.73	396.81	
2808	1	1	37	54	64.78	211.06	273.82	26.03	397.05	
2809	1	1	37	55	64.76	210.58	273.99	26.00	396.81	
2810	1	1	37	56	64.74	209.93	273.66	26.19	396.70	
2811	1	1	37	57	64.66	209.93	273.82	26.19	396.60	
2812	1	1	37	58	64.58	210.41	274.31	26.77	396.62	
2813	1	1	37	59	64.62	210.58	274.15	26.23	396.44	
2814	1	1	37	60	63.76	210.09	273.82	30.80	396.06	
2815	1	1	37	61	64.53	211.39	273.66	26.44	395.87	
2816	1	1	37	62	64.53	210.41	273.50	26.44	395.69	
2817	1	1	37	63	64.53	210.41	273.66	26.33	396.53	
2818	1	1	37	64	64.48	211.06	273.34	26.33	395.92	
2819	1	1	37	65	64.38	210.25	274.47	26.34	396.03	
2820	1	1	37	66	60.30	210.90	273.34	77.71	396.21	
2821	1	1	37	67	64.21	210.41	273.66	26.49	396.24	
2822	1	8	37	68	53.50	211.22	273.99	443.99	396.24	
2823	1	1	37	69	63.55	210.41	273.18	29.25	395.95	
2824	1	1	37	70	63.95	211.55	273.82	26.60	395.71	
2825	1	8	37	71	59.14	211.22	274.31	125.37	395.85	
2826	1	1	37	72	63.76	210.58	274.31	26.81	396.06	
2827	1	5	37	73	0.02	158.19	269.12	1016.03	395.07	
2828	1	1	37	74	63.62	211.22	274.80	26.95	396.05	
2829	1	1	37	75	63.20	211.55	273.99	26.86	396.08	
2830	1	1	37	76	62.96	210.90	274.63	26.95	395.95	
2831	1	1	37	77	63.44	211.06	274.15	26.75	396.29	
2832	1	1	37	78	63.39	211.55	274.15	26.83	396.40	
2833	1	1	37	79	63.34	211.39	274.15	26.90	396.45	
2834	1	1	37	80	63.36	211.71	274.15	26.81	396.14	
2835	1	1	37	81	63.34	211.22	274.15	27.23	396.24	
2836	1	8	37	82	52.14	210.74	274.47	187.89	396.31	
2837	1	8	37	83	52.29	211.39	275.12	113.47	396.65	
2838	1	1	37	84	63.43	211.39	274.63	26.65	396.86	
2839	1	1	37	85	63.44	211.39	273.50	26.52	396.89	
2840	1	1	37	86	63.53	211.55	274.63	26.35	397.10	
2841	1	1	37	87	63.50	211.71	274.80	26.42	397.09	
2842	1	1	37	88	63.57	211.87	274.63	26.16	397.17	
2843	1	1	37	89	63.62	211.39	274.80	26.09	397.12	
2844	1	1	37	90	63.65	211.22	275.28	26.11	397.43	
2845	1	1	37	91	63.69	211.06	274.31	26.01	397.83	
2846	1	1	37	92	63.77	211.87	273.99	25.84	398.19	
2847	1	1	37	93	62.50	211.55	274.63	38.32	398.45	
2848	1	1	37	94	63.80	211.06	275.28	25.56	399.15	
2849	1	1	37	95	63.86	211.87	274.47	25.47	399.62	
2850	1	1	37	96	63.94	212.36	274.80	25.50	399.93	
2851	1	1	37	97	63.99	212.20	274.96	25.34	400.19	
2852	1	1	37	98	64.09	211.22	274.47	25.23	400.04	
2853	1	1	37	99	64.25	211.06	274.80	25.01	399.15	
2854	1	1	37	100	64.44	212.36	275.45	24.63	399.13	
2855	1	1	37	101	64.76	211.87	275.28	24.28	399.91	
2856	1	1	37	102	65.45	211.55	275.12	23.35	399.37	
2857	1	5	38	2	9.36	92.19	161.28	1016.03	352.30	
2858	1	1	38	3	70.43	209.12	273.18	23.17	400.48	
2859	1	1	38	4	69.18	211.87	275.28	21.93	400.24	
2860	1	1	38	5	69.07	211.71	274.80	21.87	399.50	
2861	1	1	38	6	68.77	211.87	274.63	22.00	399.02	
2862	1	1	38	7	68.41	210.41	274.31	22.33	398.79	
2863	1	1	38	8	68.09	211.22	274.80	22.52	398.66	
2864	1	1	38	9	58.98	211.22	275.45	37.96	397.93	
2865	1	1	38	10	67.34	211.55	275.28	22.97	397.67	
2866	1	1	38	11	67.08	211.06	273.99	23.15	397.67	
2867	1	1	38	12	66.94	212.20	274.15	23.24	397.62	
2868	1	8	38	13	54.31	210.90	274.47	131.99	397.74	
2869	1	1	38	14	65.95	210.41	273.82	23.47	397.80	
