Test Program: 	
Tester: 	
Device Name: 	
Operator: 	IT
LOT ID: 	
Start Time: 	
Fail #: 	1299
Pass #: 	7322
Total #: 	8621

Name	Site#	Bin#	X	Y	VBR	VF1	VF2	IR_40V	VF3	
116	1	1	3	66	68.84	211.87	275.45	21.01	398.79	
117	1	1	3	67	68.91	212.68	275.28	20.75	399.52	
118	1	1	3	68	66.93	212.20	275.28	21.02	399.60	
119	1	5	3	69	0.02	164.36	270.58	1016.03	398.51	
120	1	1	3	70	69.06	212.36	275.12	21.03	400.14	
121	1	1	3	71	70.16	210.58	273.66	21.58	399.57	
122	1	5	4	31	31.83	124.30	197.76	1016.08	384.46	
123	1	1	4	32	71.90	211.22	273.99	21.17	406.23	
124	1	1	4	33	68.20	210.74	274.15	28.26	401.65	
125	1	1	4	34	70.10	211.55	274.63	20.51	401.88	
126	1	1	4	35	65.36	211.71	274.63	28.43	400.88	
127	1	1	4	36	61.81	211.06	275.12	76.89	399.41	
128	1	1	4	37	69.87	211.55	275.12	20.44	398.42	
129	1	1	4	38	65.15	211.87	274.96	44.31	398.30	
130	1	1	4	39	69.33	212.68	274.47	20.66	398.11	
131	1	5	4	40	0.02	162.57	270.42	1016.04	396.92	
132	1	1	4	41	66.61	211.55	274.96	29.07	398.55	
133	1	8	4	42	40.55	212.36	275.28	979.85	398.82	
134	1	1	4	43	69.46	212.20	274.96	20.70	399.02	
135	1	1	4	44	69.36	211.71	274.47	20.64	399.15	
136	1	1	4	45	69.07	212.36	274.96	21.02	399.12	
137	1	1	4	46	69.21	212.36	275.12	20.75	398.84	
138	1	1	4	47	66.80	212.04	274.96	23.16	398.47	
139	1	1	4	48	68.21	212.36	274.96	20.94	398.40	
140	1	5	4	49	0.02	165.33	270.74	1016.04	397.85	
141	1	5	4	50	0.02	162.74	270.26	1016.04	397.36	
142	1	1	4	51	68.55	211.39	274.80	21.06	397.54	
143	1	1	4	52	68.59	212.52	274.15	21.04	397.36	
144	1	1	4	53	68.54	212.52	274.63	21.09	397.31	
145	1	1	4	54	68.45	211.87	274.96	21.17	397.33	
146	1	5	4	55	0.02	165.01	269.77	1016.04	396.62	
147	1	5	4	56	0.02	162.41	270.74	1016.04	396.76	
148	1	1	4	57	68.43	212.52	274.80	21.25	397.72	
149	1	5	4	58	0.02	162.90	270.26	1016.03	397.35	
150	1	5	4	59	0.02	160.14	270.42	1016.03	397.28	
151	1	1	4	60	67.76	211.71	275.12	23.03	397.65	
152	1	1	4	61	68.12	211.87	275.12	21.55	397.35	
153	1	1	4	62	68.45	211.71	274.63	21.22	397.38	
154	1	8	4	63	50.57	211.55	274.96	263.90	397.61	
155	1	1	4	64	68.44	212.04	274.15	21.20	398.17	
156	1	1	4	65	60.03	212.36	274.96	97.17	397.78	
157	1	1	4	66	47.49	211.39	274.80	21.27	398.03	
158	1	1	4	67	68.50	212.52	274.80	21.12	398.68	
159	1	1	4	68	68.44	212.36	275.28	21.05	399.00	
160	1	5	4	69	0.02	161.60	270.42	1016.03	397.72	
161	1	1	4	70	68.61	211.87	275.28	21.00	398.35	
162	1	1	4	71	68.72	211.87	274.80	20.94	398.42	
163	1	1	4	72	68.82	212.68	275.28	20.91	398.95	
164	1	1	4	73	69.25	211.39	274.47	21.04	399.13	
165	1	1	4	74	70.56	209.44	272.53	22.53	398.48	
166	1	5	5	29	32.23	124.79	198.74	1016.05	385.97	
167	1	1	5	30	71.68	210.09	274.31	21.54	404.86	
168	1	1	5	31	70.57	210.25	273.99	20.87	401.32	
169	1	8	5	32	55.41	211.22	274.96	118.77	401.66	
170	1	1	5	33	65.06	211.39	275.61	22.36	401.18	
171	1	5	5	34	0.03	175.71	271.07	1016.05	399.16	
172	1	5	5	35	0.02	161.28	270.90	1016.03	398.34	
173	1	5	5	36	0.02	167.92	271.23	1016.04	397.90	
174	1	1	5	37	68.21	211.71	274.63	23.19	398.47	
175	1	1	5	38	69.42	212.20	274.96	20.68	397.82	
176	1	5	5	39	0.02	165.82	270.26	1016.03	396.52	
177	1	1	5	40	68.42	211.22	274.80	22.83	398.01	
178	1	5	5	41	0.02	165.98	270.42	1016.04	396.92	
179	1	1	5	42	69.18	211.39	274.63	20.73	398.25	
180	1	1	5	43	69.12	212.04	274.96	20.75	397.70	
181	1	1	5	44	68.99	212.52	274.47	20.87	397.75	
182	1	1	5	45	68.86	212.52	274.31	21.02	397.87	
183	1	8	5	46	48.72	212.20	274.80	406.86	397.77	
184	1	5	5	47	0.02	166.14	271.23	1016.03	395.95	
185	1	1	5	48	68.40	212.68	274.31	21.25	396.86	
186	1	8	5	49	57.37	212.36	275.12	121.87	397.59	
187	1	5	5	50	0.02	168.41	270.90	1016.03	396.19	
188	1	1	5	51	68.43	212.04	274.63	21.30	397.05	
189	1	1	5	52	67.54	211.87	274.96	21.28	397.07	
190	1	1	5	53	64.96	212.36	274.80	29.13	397.38	
191	1	5	5	54	0.02	162.74	270.58	1016.03	396.19	
192	1	5	5	55	0.03	175.87	270.58	1016.03	396.34	
193	1	1	5	56	68.28	212.04	274.80	21.34	397.30	
194	1	1	5	57	68.28	212.36	275.61	21.33	397.35	
195	1	1	5	58	68.26	212.36	274.47	21.44	397.98	
196	1	1	5	59	68.27	211.39	274.47	21.44	398.00	
197	1	1	5	60	68.29	212.04	274.63	21.36	397.87	
198	1	1	5	61	68.24	211.71	274.63	21.45	397.78	
199	1	1	5	62	68.25	211.87	274.47	21.43	397.77	
200	1	1	5	63	68.21	211.87	275.12	21.37	397.69	
201	1	1	5	64	68.16	212.68	275.12	21.46	397.59	
202	1	8	5	65	53.72	212.68	275.45	114.96	397.10	
203	1	5	5	66	0.03	173.44	271.07	1016.04	396.45	
204	1	1	5	67	68.11	211.87	275.28	21.35	397.95	
205	1	1	5	68	68.01	212.20	275.28	21.37	398.38	
206	1	1	5	69	68.18	212.04	274.96	21.27	398.25	
207	1	1	5	70	66.08	211.39	274.31	21.53	398.30	
208	1	1	5	71	68.26	212.36	275.28	21.29	398.06	
209	1	1	5	72	67.29	211.87	274.96	21.78	397.75	
210	1	1	5	73	68.40	211.87	274.63	21.22	398.06	
211	1	1	5	74	68.51	211.87	275.12	21.14	398.64	
212	1	1	5	75	68.82	211.71	274.15	21.05	400.40	
213	1	1	5	76	70.10	210.25	273.50	22.25	400.46	
214	1	5	6	27	21.41	110.84	181.71	1016.04	371.60	
215	1	1	6	28	71.98	210.74	274.63	21.27	405.98	
216	1	1	6	29	60.12	211.06	273.34	92.60	401.99	
217	1	8	6	30	47.10	212.04	274.63	738.50	401.37	
218	1	1	6	31	69.90	212.04	274.47	20.56	401.13	
219	1	5	6	32	0.03	175.22	271.72	1016.04	399.20	
220	1	5	6	33	0.02	168.41	271.07	1016.04	398.45	
221	1	1	6	34	69.70	211.71	274.96	20.65	398.56	
222	1	8	6	35	49.84	211.39	274.31	272.57	398.06	
223	1	5	6	36	30.11	212.20	275.28	1016.06	398.09	
224	1	1	6	37	67.00	210.90	274.15	37.76	398.32	
225	1	5	6	38	0.02	166.63	270.74	1016.03	397.12	
226	1	1	6	39	69.16	210.90	273.99	20.97	398.06	
227	1	1	6	40	69.05	211.87	274.47	21.02	397.87	
228	1	1	6	41	68.92	211.71	274.63	20.93	397.30	
229	1	1	6	42	68.84	211.71	273.99	20.99	397.49	
230	1	1	6	43	68.74	212.36	274.63	21.05	397.15	
231	1	1	6	44	68.64	212.52	274.63	21.18	396.87	
232	1	5	6	45	0.02	164.68	269.61	1016.03	396.14	
233	1	1	6	46	68.51	212.04	274.15	21.13	397.43	
234	1	1	6	47	68.38	212.04	275.28	21.21	396.76	
235	1	1	6	48	68.10	211.39	274.80	21.33	396.75	
236	1	1	6	49	68.24	212.52	274.63	21.30	396.92	
237	1	1	6	50	67.65	211.71	274.47	21.94	396.79	
238	1	1	6	51	68.20	211.22	274.31	21.37	396.99	
239	1	1	6	52	68.06	211.22	275.28	21.39	397.31	
240	1	1	6	53	68.18	211.71	274.63	21.38	396.66	
241	1	5	6	54	0.02	158.36	270.09	1016.03	395.80	
242	1	1	6	55	68.14	211.55	274.80	21.50	396.78	
243	1	5	6	56	0.02	165.49	270.58	1016.04	396.06	
244	1	1	6	57	68.18	212.20	274.63	21.53	396.86	
245	1	1	6	58	68.16	211.87	274.47	21.55	397.23	
246	1	1	6	59	68.15	212.36	274.96	21.48	397.35	
247	1	1	6	60	68.14	211.71	274.80	21.49	397.20	
248	1	1	6	61	68.13	211.39	275.12	21.53	397.28	
249	1	1	6	62	67.65	212.36	274.15	21.57	397.62	
250	1	8	6	63	51.99	211.39	274.31	249.32	397.52	
251	1	1	6	64	67.99	212.36	274.47	21.53	397.36	
252	1	1	6	65	67.97	212.36	274.63	21.57	397.26	
253	1	1	6	66	67.92	211.71	274.31	21.59	397.28	
254	1	1	6	67	68.00	212.36	275.28	21.35	397.44	
255	1	1	6	68	67.97	212.36	274.80	21.43	397.54	
256	1	8	6	69	45.45	211.87	274.63	695.46	398.16	
257	1	1	6	70	67.94	212.52	275.12	21.46	398.27	
258	1	1	6	71	67.94	212.04	274.63	21.39	397.95	
259	1	1	6	72	67.94	211.39	275.28	21.42	397.91	
260	1	1	6	73	68.02	211.87	274.63	21.34	397.95	
261	1	1	6	74	68.08	212.36	274.31	21.41	398.14	
262	1	8	6	75	53.61	212.04	275.45	228.01	399.50	
263	1	1	6	76	68.31	211.87	275.28	21.22	400.98	
264	1	1	6	77	68.14	212.52	274.96	21.43	401.73	
265	1	8	6	78	51.40	210.09	273.18	246.95	401.62	
266	1	5	7	25	10.95	95.76	164.03	1016.04	343.93	
267	1	1	7	26	70.36	205.71	273.82	35.97	409.13	
268	1	1	7	27	67.23	211.06	274.15	35.41	401.65	
269	1	5	7	28	0.02	168.57	270.74	1016.03	401.06	
270	1	5	7	29	32.45	211.55	275.28	1016.13	400.64	
271	1	5	7	30	0.02	159.98	270.90	1016.02	398.87	
272	1	1	7	31	67.51	211.71	274.80	32.07	399.80	
273	1	8	7	32	51.63	212.04	274.63	283.02	398.81	
274	1	8	7	33	52.76	211.22	274.63	170.81	398.40	
275	1	1	7	34	69.47	211.71	274.80	20.86	397.98	
276	1	1	7	35	69.01	211.55	275.45	21.38	398.01	
277	1	1	7	36	69.17	212.52	275.12	20.94	398.43	
278	1	1	7	37	67.01	212.20	274.96	29.56	398.38	
279	1	1	7	38	68.95	211.71	274.96	21.18	398.06	
280	1	1	7	39	68.82	211.22	274.80	21.22	397.07	
281	1	1	7	40	68.66	211.87	274.31	21.27	397.00	
282	1	5	7	41	0.02	159.65	270.58	1016.03	396.26	
283	1	1	7	42	68.46	211.39	274.31	21.20	397.59	
284	1	1	7	43	68.39	211.87	274.15	21.24	397.41	
285	1	1	7	44	68.32	212.36	274.63	21.36	397.09	
286	1	1	7	45	68.26	212.36	274.63	21.38	397.31	
287	1	1	7	46	68.22	211.87	274.31	21.36	397.23	
288	1	1	7	47	66.03	211.87	274.63	42.63	397.10	
289	1	1	7	48	68.19	212.68	274.63	21.39	396.92	
290	1	8	7	49	57.87	211.55	274.96	105.51	396.55	
291	1	1	7	50	67.14	212.20	275.28	22.23	396.47	
292	1	8	7	51	52.95	212.36	275.12	250.00	396.40	
293	1	5	7	52	0.02	159.82	269.93	1016.03	395.90	
294	1	1	7	53	68.08	211.87	274.31	21.50	396.60	
295	1	1	7	54	68.08	212.04	274.80	21.53	396.75	
296	1	1	7	55	65.90	211.39	274.47	29.26	396.45	
297	1	8	7	56	52.28	211.71	274.47	224.56	396.62	
298	1	1	7	57	68.00	211.39	274.63	21.63	396.47	
299	1	1	7	58	68.06	211.71	273.99	21.66	396.53	
300	1	1	7	59	68.04	211.87	274.96	21.61	396.73	
301	1	1	7	60	67.99	211.71	275.12	21.72	396.42	
302	1	1	7	61	67.44	212.36	274.47	22.55	396.52	
303	1	1	7	62	67.99	211.71	274.80	21.62	396.79	
304	1	1	7	63	67.86	212.36	274.80	21.58	396.92	
305	1	1	7	64	67.85	211.71	274.96	21.66	396.62	
306	1	5	7	65	0.02	168.57	269.93	1016.04	396.03	
307	1	5	7	66	0.02	166.14	270.42	1016.03	396.37	
308	1	1	7	67	67.79	212.68	274.80	21.70	397.51	
309	1	1	7	68	67.70	211.71	274.80	21.73	397.15	
310	1	5	7	69	0.02	164.68	269.61	1016.04	396.14	
311	1	1	7	70	66.41	212.20	275.61	23.46	397.57	
312	1	1	7	71	67.76	211.87	275.28	21.65	397.48	
313	1	1	7	72	67.67	212.36	274.96	21.61	397.44	
314	1	1	7	73	67.68	212.04	274.63	21.60	397.12	
315	1	1	7	74	67.77	212.68	274.47	21.56	398.17	
316	1	1	7	75	67.80	212.36	275.28	21.67	398.82	
317	1	1	7	76	62.86	212.52	275.28	43.94	399.68	
318	1	1	7	77	67.90	212.20	276.09	21.61	400.22	
319	1	1	7	78	67.31	212.52	275.45	21.75	401.45	
320	1	1	7	79	68.48	211.71	274.63	21.41	402.04	
321	1	5	8	24	14.67	131.11	206.85	1016.00	390.53	
322	1	1	8	25	67.46	209.12	273.34	39.09	401.00	
323	1	1	8	26	69.97	211.71	275.45	20.56	401.26	
324	1	8	8	27	47.69	211.55	274.31	419.70	400.98	
325	1	1	8	28	69.60	212.36	274.63	20.69	400.51	
326	1	1	8	29	69.77	211.39	273.50	20.52	399.68	
327	1	1	8	30	69.68	211.87	274.47	20.59	399.05	
328	1	8	8	31	46.14	212.04	275.61	541.01	399.02	
329	1	1	8	32	69.30	211.71	274.15	21.42	398.51	
330	1	1	8	33	69.26	211.87	275.28	20.97	398.27	
331	1	1	8	34	67.31	211.55	274.80	29.01	398.11	
332	1	1	8	35	68.95	212.36	274.96	21.12	398.24	
333	1	1	8	36	68.80	211.22	274.80	21.18	398.01	
334	1	1	8	37	68.72	211.87	274.63	21.35	397.00	
335	1	1	8	38	68.59	211.71	274.15	21.19	397.36	
336	1	1	8	39	68.48	212.52	275.12	21.38	396.96	
337	1	1	8	40	68.37	212.36	275.28	21.34	397.12	
338	1	1	8	41	68.31	211.71	274.96	21.43	397.67	
339	1	1	8	42	68.16	211.71	274.80	21.45	397.75	
340	1	1	8	43	68.09	212.20	274.47	21.48	397.12	
341	1	1	8	44	68.02	211.39	274.15	21.57	396.79	
342	1	5	8	45	13.47	211.55	275.28	1015.99	396.37	
343	1	1	8	46	61.15	212.68	274.80	42.54	396.99	
344	1	1	8	47	66.97	212.20	274.15	28.30	396.91	
345	1	1	8	48	67.25	212.36	274.31	22.24	396.57	
346	1	1	8	49	65.65	211.87	274.47	25.66	396.79	
347	1	1	8	50	67.89	211.39	274.63	21.62	396.89	
348	1	1	8	51	67.88	213.33	275.12	21.64	396.73	
349	1	5	8	52	0.03	175.38	271.72	1016.03	396.23	
350	1	1	8	53	67.94	212.68	274.80	21.70	397.05	
351	1	1	8	54	66.38	212.20	274.47	27.91	397.05	
352	1	1	8	55	67.82	212.36	275.45	21.69	396.49	
353	1	5	8	56	0.02	159.49	270.09	1016.04	395.77	
354	1	1	8	57	67.61	212.36	275.28	22.18	396.92	
355	1	1	8	58	67.87	212.20	274.47	21.80	396.66	
356	1	1	8	59	67.87	211.71	274.80	21.75	396.39	
357	1	5	8	60	0.02	165.49	271.07	1016.03	395.79	
358	1	1	8	61	67.88	211.55	274.80	21.73	396.65	
359	1	1	8	62	67.80	211.55	273.99	21.80	396.26	
360	1	1	8	63	67.78	211.71	274.31	21.86	396.42	
361	1	1	8	64	65.20	212.04	274.96	31.04	396.79	
362	1	1	8	65	67.69	211.87	274.80	21.79	396.73	
363	1	1	8	66	67.68	212.20	274.80	21.80	396.99	
364	1	1	8	67	67.61	212.04	275.12	21.69	396.91	
365	1	1	8	68	67.59	212.20	275.28	21.81	397.15	
366	1	1	8	69	67.56	212.04	274.47	21.84	397.26	
367	1	5	8	70	0.02	159.01	270.42	1016.04	395.72	
368	1	1	8	71	67.50	212.36	274.47	21.88	396.53	
369	1	1	8	72	67.53	211.55	275.28	21.81	396.83	
370	1	5	8	73	0.02	168.90	270.90	1016.03	396.26	
371	1	1	8	74	67.48	211.87	274.96	21.78	397.82	
372	1	1	8	75	67.51	211.39	274.47	21.84	397.80	
373	1	5	8	76	36.02	211.87	274.15	1015.97	397.39	
374	1	1	8	77	67.47	212.36	274.63	21.91	398.19	
375	1	1	8	78	67.59	212.20	274.80	21.82	399.39	
376	1	1	8	79	67.78	212.68	274.96	21.69	400.95	
377	1	1	8	80	67.87	212.36	274.80	21.64	402.17	
378	1	1	8	81	68.75	211.22	273.50	22.04	402.38	
379	1	5	9	22	7.94	91.05	159.33	1016.06	331.79	
380	1	5	9	23	0.02	161.28	270.42	1016.03	405.61	
381	1	1	9	24	70.19	210.90	274.31	21.04	399.85	
382	1	1	9	25	63.19	211.55	274.31	29.86	399.91	
383	1	1	9	26	68.69	212.04	274.96	20.58	398.82	
384	1	1	9	27	69.70	212.04	274.31	20.61	398.25	
385	1	8	9	28	44.86	211.71	275.12	604.54	398.60	
386	1	1	9	29	69.54	212.04	275.28	20.62	398.40	
387	1	1	9	30	69.40	211.87	274.96	20.81	398.32	
388	1	1	9	31	69.02	212.52	274.63	21.14	398.17	
389	1	1	9	32	69.09	211.87	274.47	21.00	398.22	
390	1	1	9	33	68.96	211.87	274.80	21.09	398.01	
391	1	1	9	34	68.73	211.71	275.12	21.31	398.06	
392	1	1	9	35	68.64	212.36	273.82	21.49	397.88	
393	1	1	9	36	68.55	210.90	274.80	21.46	397.88	
394	1	1	9	37	68.42	210.90	274.96	21.53	397.51	
395	1	1	9	38	68.29	211.55	274.31	21.60	397.30	
396	1	1	9	39	68.18	211.22	274.80	21.63	397.07	
397	1	1	9	40	68.07	212.04	274.31	21.59	396.60	
398	1	5	9	41	0.02	168.74	270.58	1016.03	396.26	
399	1	1	9	42	67.89	211.87	274.15	21.63	396.91	
400	1	5	9	43	0.02	161.28	269.77	1016.03	395.77	
401	1	1	9	44	67.81	211.71	274.96	21.69	396.65	
402	1	1	9	45	67.76	211.55	274.15	21.71	396.19	
403	1	1	9	46	67.70	211.71	274.15	21.82	396.31	
404	1	5	9	47	0.02	160.14	270.09	1016.03	395.30	
405	1	5	9	48	0.02	162.57	271.23	1016.03	395.24	
406	1	1	9	49	67.82	212.36	274.31	21.74	396.10	
407	1	1	9	50	66.99	211.55	274.63	21.88	396.44	
408	1	5	9	51	0.02	154.95	270.58	1016.04	395.30	
409	1	1	9	52	67.76	212.20	274.47	21.73	396.79	
410	1	1	9	53	67.65	212.20	275.12	21.78	397.25	
411	1	1	9	54	67.50	211.87	274.63	21.92	396.86	
412	1	1	9	55	67.60	211.87	275.12	21.81	396.45	
413	1	1	9	56	67.25	211.87	274.63	22.15	396.60	
414	1	1	9	57	67.59	211.55	275.12	21.89	396.71	
415	1	1	9	58	67.56	211.87	274.31	21.95	396.57	
416	1	1	9	59	67.25	211.71	275.12	22.41	396.16	
417	1	1	9	60	67.65	212.36	274.47	22.06	396.37	
418	1	1	9	61	66.94	212.04	274.63	22.26	396.57	
419	1	1	9	62	67.66	210.90	274.80	21.93	396.49	
420	1	1	9	63	67.64	211.87	274.80	21.92	396.79	
421	1	1	9	64	67.59	211.55	274.96	21.98	397.09	
422	1	1	9	65	67.61	212.36	275.28	21.86	396.99	
423	1	1	9	66	67.56	211.39	274.80	21.94	396.49	
424	1	1	9	67	67.38	211.87	275.12	21.96	396.91	
425	1	8	9	68	55.20	211.55	274.96	143.06	397.05	
426	1	5	9	69	0.02	155.28	270.09	1016.02	396.34	
427	1	1	9	70	67.46	211.71	275.12	21.83	397.22	
428	1	5	9	71	37.99	211.39	275.12	1016.00	396.76	
429	1	1	9	72	67.38	212.04	275.12	21.93	397.10	
430	1	5	9	73	0.02	167.28	271.07	1016.03	396.66	
431	1	5	9	74	0.02	171.65	270.74	1016.03	396.97	
432	1	1	9	75	65.87	212.04	274.96	23.56	396.97	
433	1	1	9	76	67.13	212.52	274.63	22.16	397.00	
434	1	1	9	77	65.91	211.87	274.80	22.46	397.78	
435	1	1	9	78	67.20	211.55	275.28	22.16	398.82	
436	1	1	9	79	67.41	212.68	274.63	21.98	400.27	
437	1	1	9	80	67.60	212.68	275.12	21.82	401.05	
438	1	1	9	81	67.64	211.55	275.28	21.79	401.92	
